Column1,Column2,Column3,Column4,Column6
ASN00003033,-177472,1245283,600,BLINA                         
ASN00003035,-164000,1249500,-9999,MUNJA                         
ASN00003036,-180000,1222167,90,BROOME QUARANTINE STATION     
ASN00003037,-174333,1237500,-9999,MUNKAYARRA                    
ASN00003039,-169667,1253000,-9999,SILENT GROVE                  
ASN00003040,-179903,1241922,450,CAMBALLIN                     
ASN00003041,-176925,1227128,600,KILTO STATION                 
ASN00003042,-192833,1215000,30,TALGARNO                      
ASN00003043,-188789,1259206,1600,CHRISTMAS CREEK               
ASN00003044,-181103,1256431,1100,BROOKING SPRINGS              
ASN00003045,-191000,1215000,-9999,CALANGADIE                    
ASN00003046,-184833,1253333,910,CHERRABUN                     
ASN00003047,-184000,1231000,-9999,DAMPIER DOWNS                 
ASN00003048,-189158,1255264,1510,CHERRABUN                     
ASN00003049,-169000,1257000,-9999,ISADELL DOWNS                 
ASN00003050,-179500,1241667,-9999,LIVERINGA LOWER               
ASN00003051,-167372,1259086,4010,MOUNT BARNETT                 
ASN00003052,-168206,1249158,1900,MOUNT HART STATION            
ASN00003053,-167000,1239833,-9999,OBAGAMA                       
ASN00003054,-171000,1237000,-9999,POINT TORMENT                 
ASN00003055,-187000,1217500,-9999,ROLLAH                        
ASN00003056,-181792,1223583,50,THANGOO                       
ASN00003057,-164514,1230086,70,CYGNET BAY                    
ASN00003058,-188333,1249500,600,MILLAJIDDIE                   
ASN00003059,-190861,1216764,310,NITA DOWNS                    
ASN00003060,-187667,1236833,1520,ARDJORIE                      
ASN00003061,-166950,1238625,2500,KIMBOLTON RANGE STATION 1     
ASN00003062,-165833,1254833,-9999,BEVERLEY SP                   
ASN00003063,-167150,1254586,4000,BEVERLEY SPRINGS              
ASN00003064,-181667,1255833,-9999,FITZROY A.I.M                 
ASN00003065,-185500,1247167,-9999,KALYEEDA                      
ASN00003066,-185175,1218072,100,PORT SMITH                    
ASN00003068,-185075,1234561,1200,DAMPIER DOWNS                 
ASN00003069,-161306,1237764,1520,KOOLAN ISLAND                 
ASN00003072,-164508,1230653,20,ONE ARM POINT                 
ASN00003073,-166872,1238375,250,KIMBOLTON                     
ASN00003074,-179347,1234731,500,YAKKAMUNGA                    
ASN00003075,-173117,1236356,-9999,DERBY RFDS                    
ASN00003076,-193283,1253886,2400,WESTERN FIELD                 
ASN00003077,-185914,1236133,1200,MOWLA BLUFF                   
ASN00003078,-187267,1259875,2000,CADJEBUT                      
ASN00003079,-189897,1217208,200,SHELAMAR                      
ASN00003080,-175736,1238217,775,CURTIN AERO                   
ASN00003081,-175778,1238222,910,CURTIN                        
ASN00003082,-178672,1223631,400,KIRBY GARDENS                 
ASN00003083,-179769,1223431,150,BROOME BIRD OBSERVATORY       
ASN00003084,-173436,1236781,100,DERBY (MANNING RD)            
ASN00003085,-174311,1230389,800,MOUNT JOWLAENGA               
ASN00003086,-177278,1236547,200,WILLARE BRIDGE                
ASN00003087,-175606,1221458,150,TANJUNGPANDAN                 
ASN00003088,-188375,1265247,2600,LARRAWA                       
ASN00003089,-179492,1222339,70,BROOME COMPARISON             
ASN00003090,-177981,1240772,1000,DEBESA                        
ASN00003091,-189894,1258478,2000,BEEFWOOD PARK                 
ASN00003092,-178578,1222725,410,SOUTH EAST WATERBANK          
ASN00003093,-181814,1255619,1145,FITZROY CROSSING AERO         
ASN00003095,-183192,1257806,1600,PILLARA SPRINGS               
ASN00003096,-178964,1223122,320,WEST ROEBUCK                  
ASN00003098,-170549,1257108,2700,MOUNT HOUSE AIRSTRIP          
ASN00003100,-179503,1242653,550,LIVERINGA STATION             
ASN00003103,-167733,1225767,150,MIDDLE LAGOON                 
ASN00003104,-176406,1231722,500,KIMBERLEY COLOURSTONE         
ASN00003105,-181133,1253428,1750,LAUREL DOWNS                  
ASN00004000,-214167,1189333,2260,ABYDOS                        
ASN00004001,-209000,1171167,-9999,WOODBROOK                     
ASN00004002,-203139,1185742,80,PORT HEDLAND POST OFFICE      
ASN00004003,-228000,1208625,5000,BALFOUR DOWNS                 
ASN00004004,-209264,1202075,2500,BAMBOO CREEK                  
ASN00004005,-220517,1196325,4000,BAMBOO SPRINGS                
ASN00004006,-221828,1199350,4800,BONNEY DOWNS                  
ASN00004007,-204000,1184667,60,BOODARIE                      
ASN00004008,-206392,1192431,1200,CARLINDIE                     
ASN00004009,-206833,1196667,-9999,COONGAN STATION               
ASN00004010,-210333,1171333,2000,COOYA POOYA                   
ASN00004011,-214667,1198333,4000,CORUNNA DOWNS                 
ASN00004012,-201764,1191906,150,DE GREY                       
ASN00004013,-205167,1196667,-9999,ETTRICK                       
ASN00004014,-208500,1197667,-9999,EGINBAH                       
ASN00004015,-217219,1193989,2710,HILLSIDE STATION              
ASN00004016,-207867,1185972,800,INDEE                         
ASN00004017,-211500,1181000,-9999,STATION PEAK                  
ASN00004018,-211833,1198167,-9999,LIMESTONE                     
ASN00004019,-197419,1208436,75,MANDORA                       
ASN00004020,-211756,1197497,1823,MARBLE BAR COMPARISON         
ASN00004021,-213122,1200586,2700,MOUNT EDGAR                   
ASN00004022,-206333,1200544,850,MUCCAN                        
ASN00004023,-204619,1195189,300,MULYIE                        
ASN00004024,-205192,1180603,200,MUNDABULLANGANA               
ASN00004025,-205000,1198000,-9999,NIMINGARRA                    
ASN00004026,-222914,1201761,4950,NOREENA DOWNS                 
ASN00004027,-218861,1201103,3800,NULLAGINE                     
ASN00004028,-201078,1195811,90,PARDOO STATION                
ASN00004030,-214000,1194000,-9999,PILGA                         
ASN00004031,-206267,1171925,300,POINT SAMSON                  
ASN00004032,-203725,1186317,64,PORT HEDLAND AIRPORT          
ASN00004033,-210561,1174436,400,PYRAMID STATION               
ASN00004034,-220167,1214000,-9999,RPF 734 MILE                  
ASN00004035,-207767,1171456,120,ROEBOURNE                     
ASN00004036,-204681,1190556,670,STRELLEY                      
ASN00004037,-210500,1200000,2000,TALGA TALGA                   
ASN00004038,-207483,1188172,970,WALLAREENYA                   
ASN00004039,-209469,1173733,300,WARAMBIE                      
ASN00004040,-206472,1195869,840,WARRALONG                     
ASN00004041,-208503,1206950,1590,WARRAWAGINE                   
ASN00004042,-208394,1178358,320,WHIM CREEK                    
ASN00004043,-219931,1190131,3870,REDMONT                       
ASN00004044,-195000,1213000,-9999,WIDJUP OUTCAMP                
ASN00004045,-216200,1189550,2500,ABYDOS WOODSTOCK              
ASN00004046,-206739,1202044,1000,YARRIE                        
ASN00004047,-208333,1189000,1200,TABBA TABBA                   
ASN00004048,-212853,1184042,1200,YANDEEARRA                    
ASN00004049,-216000,1196000,-9999,SPLIT ROCK                    
ASN00004050,-216000,1197000,-9999,YALGOORA                      
ASN00004051,-206000,1178000,-9999,BALLA BALLA                   
ASN00004052,-205667,1206500,-9999,RPF 80 MILE                   
ASN00004053,-200000,1194000,-9999,CONDON                        
ASN00004054,-206783,1171892,70,COSSACK                       
ASN00004055,-211000,1178000,-9999,CROYDON                       
ASN00004056,-211000,1185167,-9999,KANGAN                        
ASN00004057,-208833,1191500,1200,LALLA ROOKH                   
ASN00004058,-207000,1210167,-9999,LOCHNAVAR                     
ASN00004059,-208822,1180308,400,MALLINA                       
ASN00004060,-218000,1203000,-9999,MIDDLE CREEK                  
ASN00004061,-211000,1179833,-9999,MOUNT SATIRIST                
ASN00004062,-201000,1197500,-9999,MYADEE                        
ASN00004063,-222000,1202000,-9999,POONDAWINDIE                  
ASN00004064,-204500,1188000,-9999,POONDINIA                     
ASN00004065,-227000,1211000,-9999,RPF 672 MILE                  
ASN00004066,-212000,1212000,-9999,RPF 798 MILE                  
ASN00004067,-205500,1193000,-9999,SHAW RIVER                    
ASN00004068,-197789,1206417,90,WALLAL DOWNS                  
ASN00004069,-213000,1198000,-9999,WARRAWOONA                    
ASN00004070,-209000,1197000,-9999,COONGAN HOTEL                 
ASN00004071,-210500,1174500,-9999,PYRAMID 1                     
ASN00004072,-204833,1165333,70,ROSEMARY ISLAND               
ASN00004074,-203422,1195206,450,GOLDSWORTHY                   
ASN00004076,-211750,1172208,2000,HARDING RIVER 2               
ASN00004077,-207167,1208500,-9999,BARRAMINE                     
ASN00004079,-213625,1188783,2230,YANDEE                        
ASN00004080,-206350,1205000,1750,CALLAWA                       
ASN00004081,-214333,1197833,2440,CORUNNA DOWNS AIRSTRIP        
ASN00004082,-206150,1171633,200,CAPE LAMBERT                  
ASN00004083,-207097,1167742,70,KARRATHA AERO                 
ASN00004084,-204958,1201672,1640,SHAY GAP                      
ASN00004085,-217500,1191833,-9999,TAMBOURAH                     
ASN00004086,-208956,1176447,300,SHERLOCK                      
ASN00004087,-212333,1170500,2000,HARDING RIVER 3               
ASN00004088,-211467,1194333,2000,NORTH POLE                    
ASN00004089,-206744,1171428,100,WICKHAM                       
ASN00004090,-207594,1171583,107,ROEBOURNE AERO                
ASN00004092,-209786,1170953,600,HARDING DAM                   
ASN00004093,-203292,1191878,600,STRELLEY PUMPING STATION      
ASN00004094,-204119,1200103,1600,NIMINGARRA MINE               
ASN00004096,-224272,1208578,4500,MOUNT DIVIDE                  
ASN00004097,-206175,1167517,480,DAMPIER PORT                  
ASN00004098,-202906,1192800,220,DE GREY BOREFIELD             
ASN00004099,-207381,1168489,180,KARRATHA TOWN                 
ASN00004101,-203167,1193333,-9999,R 1 BOREHOLE                  
ASN00004102,-212933,1204658,2200,MEENTHEENA                    
ASN00004103,-216672,1215756,2900,NIFTY COPPER MINE             
ASN00004104,-203736,1186297,90,PORT HEDLAND MILOS AWS COMPARI
ASN00004106,-211756,1197497,1823,MARBLE BAR                    
ASN00005000,-225833,1158500,-9999,BOOLALOO                      
ASN00005001,-218047,1178056,3600,COOLAWANYAH                   
ASN00005002,-225150,1165825,2800,DUCK CREEK                    
ASN00005003,-228975,1201733,4250,ETHEL CREEK                   
ASN00005004,-223761,1141108,150,EXMOUTH GULF                  
ASN00005005,-222792,1176772,5900,HAMERSLEY                     
ASN00005006,-229119,1162903,1600,KOOLINE                       
ASN00005007,-222406,1140967,50,LEARMONTH AIRPORT             
ASN00005008,-211906,1159797,110,MARDIE                        
ASN00005009,-226331,1194081,4300,MARILLANA                     
ASN00005010,-229742,1144597,1200,MARRILLA                      
ASN00005011,-227000,1158000,-9999,MEILGA                        
ASN00005012,-215906,1170656,3000,MILLSTREAM                    
ASN00005013,-219961,1150456,150,MINDEROO                      
ASN00005014,-217869,1178647,4500,MOUNT FLORANCE                
ASN00005015,-221039,1184703,4000,MULGA DOWNS                   
ASN00005016,-216364,1151117,40,ONSLOW                        
ASN00005017,-216689,1151092,105,ONSLOW AIRPORT                
ASN00005018,-218500,1156167,1500,PEEDAMULLAH                   
ASN00005019,-216333,1158500,110,WARRAMBOO                     
ASN00005020,-226975,1136747,100,NINGALOO                      
ASN00005021,-222667,1154167,-9999,RANGE                         
ASN00005022,-219750,1160653,1500,RED HILL                      
ASN00005023,-226217,1199564,4100,ROY HILL                      
ASN00005024,-218067,1141072,120,VLAMINGH HEAD                 
ASN00005025,-224000,1195333,-9999,WARRIE                        
ASN00005026,-222425,1183358,4630,WITTENOOM                     
ASN00005027,-223167,1183167,6100,WITTENOOM GORGE               
ASN00005028,-226906,1162328,1500,WYLOO                         
ASN00005029,-216767,1163928,1800,YALLEEN                       
ASN00005030,-225064,1147944,250,YANREY                        
ASN00005031,-218875,1140092,60,YARDIE CREEK                  
ASN00005032,-215703,1158786,500,YARRALOOLA                    
ASN00005033,-222933,1150342,1500,KOORDARRIE                    
ASN00005034,-224558,1160508,1600,MOUNT STUART                  
ASN00005035,-216000,1176000,-9999,TAMBREY                       
ASN00005036,-229367,1159825,1700,GLEN FLORRIE STATION          
ASN00005037,-217000,1174500,-9999,KANGIANGI                     
ASN00005038,-213667,1158500,-9999,CHINGINARRA                   
ASN00005039,-226000,1144000,-9999,LEARMONTH ARTESIAN            
ASN00005040,-211594,1161197,150,BALMORAL                      
ASN00005041,-226000,1161000,-9999,COORARA STATION               
ASN00005042,-217000,1161000,-9999,DEEPDALE 1                    
ASN00005043,-219000,1152000,-9999,DIOMENOR                      
ASN00005044,-211000,1161000,-9999,FORTESCUE                     
ASN00005045,-226850,1143672,300,GIRALIA                       
ASN00005046,-227000,1161000,-9999,HARDY JUNCTION                
ASN00005047,-222500,1191000,-9999,KERDIADARY                    
ASN00005048,-225403,1154981,800,NANUTARRA                     
ASN00005049,-216000,1176000,-9999,TABLELAND                     
ASN00005050,-216000,1164000,-9999,MOUNT ENID                    
ASN00005051,-219303,1141256,130,EXMOUTH TOWN                  
ASN00005052,-208831,1166725,300,KARRATHA STATION              
ASN00005053,-206553,1166789,500,EAST INTERCOURSE ISLAND       
ASN00005055,-222275,1183450,4417,WITTENOOM AERO                
ASN00005057,-213417,1170833,-9999,HARDING RIVER                 
ASN00005058,-208206,1153931,620,BARROW ISLAND                 
ASN00005059,-226125,1176250,-9999,MOUNT LIONEL AIRSTRIP         
ASN00005060,-223333,1140500,70,NAVY CHARLIE                  
ASN00005061,-207278,1167483,60,DAMPIER SALT                  
ASN00005063,-223000,1172833,-9999,MOUNT BROCKMAN                
ASN00005064,-227825,1196172,4330,SAND HILL                     
ASN00005066,-227817,1153706,1000,UAROO                         
ASN00005067,-220894,1156239,800,CANE RIVER                    
ASN00005068,-226811,1140394,200,BULLARA                       
ASN00005069,-216392,1163308,2000,PANNAWONICA                   
